target,text,stance,cut,length
俄罗斯在叙利亚的反恐行动,据俄新社报道，俄赫梅明空军基地一名代表对记者表示，俄罗斯特种部队一名军官在叙利亚帕尔米拉古城执行为空袭恐怖分子提供引导的行动中牺牲。,0,俄新社 报道 俄赫梅明 空军基地 一名 代表 记者 表示 俄罗斯 特种部队 一名 军官 叙利亚 帕尔米 拉 古城 执行 空袭 恐怖分子 提供 引导 行动 中 牺牲 ,82
深圳禁摩限电,多地开始“禁摩限电”，太原还远吗？城市电动车治理一直是个难题，一方面，电动车因其灵巧便捷成为人们生活中重要交通工具，另一方面，由于电动车超标车多，安全防护性差，涉电动车交通事故在所有交通事故中占较大比重。你赞成“禁摩限电”吗？http://t.cn/RqIe1Ab,2,多地 禁摩 限电 太原 远 城市 电动车 治理 一直 难题 电动车 灵巧 便捷 成为 生活 中 重要 交通工具 电动车 超标 车多 安全 防护性 差涉 电动车 交通事故 交通事故 中 占 较大 比重 赞成 禁摩 限电 httptcnRqIeAb ,123
IphoneSE,3288的价格买到6s的配置不错啦，iphone se翻译出来是iphone special edition吧,0,价格 买到 s 配置 不错 iphonese 翻译 iphonespecialedition ,47
开放二胎,正式步入二胎时代！小石榴很乖，似乎不大爱哭，同病房的里的其他宝宝哭声此起彼伏，她睁着小眼睛不知在琢磨什么呢！这个小丫头！,0,正式 步入 二胎 时代 石榴 很乖 似乎 爱哭 病房 里 宝宝 哭声 此起彼伏 睁 眼睛 不知 琢磨 小丫头 ,55
春节放鞭炮,#春节不放鞭炮#为了净化空气今年懒猫承诺不放鞭炮@桂林懒猫青年旅舍客栈 @阳朔懒猫青年旅舍 |环城西二路,1,春节 放鞭炮 净化 空气 今年 懒猫 承诺 放鞭炮 桂林 懒猫 青年 旅舍 客栈 阳朔 懒猫 青年 旅舍 环 城西 二路 ,61
春节放鞭炮,今年春节不放鞭炮，为了北京以后能有更多的蓝天，做出北京人自己一份微薄的力量。[呵呵],1,今年春节 放鞭炮 北京 以后 更 蓝天 做出 北京 一份 微薄 力量 ,35
IphoneSE,今天卖的iPhoneSE玫瑰金，的确够屌,0,今天 卖 iPhoneSE 玫瑰 金 够 屌 ,23
开放二胎,#生孩须排号# 我去！！！！！！！！！！！！这是教育局的规定还是学校私自规定，不管哪个部门，这么干肯定是侵犯了生育权。既然国家开放二胎，学校就该配合。,0,生孩须 排号 教育局 规定 学校 私自 规定 部门 干 肯定 侵犯 生育权 国家 开放 二胎 学校 配合 ,53
俄罗斯在叙利亚的反恐行动,飞行员命好大啊，大难不死必有后福，快去买彩票吧,2,飞行员 命好 大难不死 必有后福 快 买 彩票 ,24
IphoneSE,找室友去吃火锅，他说要攒钱买iPhone SE 不去了。问他怎么攒钱，是不是有兼职可以介绍给我。“PSV和游戏带卖了1200，” / “然后呢？” / “然后我爸给我打了3500。” / 。。。,2,找 室友 吃火锅 说 攒钱 买 iPhoneSE 不去 问 攒钱 是不是 兼职 介绍 PSV 游戏 带卖 我爸 ,56
开放二胎,开放二胎。豆包哥哥的麻瓜儿弟弟。 |重庆·新天...,0,开放 二胎 豆包 哥哥 麻瓜儿 弟弟 重庆 新天 ,25
春节放鞭炮,今年春节不放鞭炮了，到现在一个也没有买，你们买了吗?,1,今年春节 放鞭炮 现在 一个 没有 买 买 ,22
春节放鞭炮,【转起说出你的态度：今年我不燃放鞭炮】PM2.5指数长春几日前都爆表了有木有！在春节期间，烟花爆竹该禁还是不该禁？60位长春市民参与讨论，有57人赞成限制或禁止。还想如图中一样过年也捂着鼻子吗？敢不敢转发说出你的态度：今年春节参与环保，从我开始不放鞭炮！转下去！让更多的人看到！,1,转 说出 态度 今年 燃放鞭炮 PM 指数 长春 几日 前 爆表 木有 春节 期间 烟花爆竹 该禁 不该 禁位 长春 市民 参与 讨论 有人 赞成 限制 禁止 想 如图 中 过年 捂着 鼻子 敢不敢 转发 说出 态度 今年春节 参与 环保 放鞭炮 转下去 更 看到 ,133
春节放鞭炮,#我在潍坊# 小伙伴们，“绿色过年” 不放鞭炮年味依旧浓郁，过春节，阖家欢乐才是我们最好的期盼，庆祝的方式有多种，燃放烟花爆竹，是最不可取的一种，大家应合力倡导绿色环保的过节方式。,1,潍坊 小伙伴 绿色 过年 放鞭炮 年味 依旧 浓郁 春节 阖家欢乐 最好 期盼 庆祝 方式 多种 燃放烟花 爆竹 可取 一种 应 合力 倡导 绿色 环保 过节 方式 ,83
IphoneSE,是说新的iPhoneSE性能和6S一样强大 像素高 但是价钱才只有6S得一半儿 是吗？,2,说 新 iPhoneSE 性能 S 强大 像素 高 价钱 S 一半儿 ,35
春节放鞭炮,#大悟县##民生##春节禁鞭#这半个月，分别在大悟（城区）、武汉（内环）、北京（二环内）各呆了几天。关于春节放鞭炮这点儿事，大悟春节不禁，武汉市区全禁，北京城区限放。个人觉得真不放也没什么。节日气氛是没小时候浓，但跟放鞭炮没啥关系。,0,大悟县 民生 春节 禁鞭 半个 月 大悟 城区 武汉 内环 北京 二环 呆 几天 春节 放鞭炮 这点儿 事 大悟 春节 不禁 武汉市 区 全禁 北京 城区 限放 个人 觉得 真不放 没什么 节日 气氛 没 小时候 浓 放鞭炮 没 关系 ,118
俄罗斯在叙利亚的反恐行动,：再让俄罗斯炸下去投在isis上的钱不都打水漂了,1,俄罗斯 炸 下去 投在 isis 钱 打水漂 ,23
俄罗斯在叙利亚的反恐行动,老毛子昨天紧急调运了两套Zoo-1反炮兵侦察雷达部署在土叙边境地区,1,老 毛子 昨天 紧急 调运 两套 Zoo 反 炮兵 侦察 雷达 部署 土 叙 边境地区 ,44
开放二胎,"二胎都放开了，请把素质教育的时间还给母亲。周末我们要培训，下课后回妈妈家接女儿,女儿不理我，三岁的嘴里蹦出一句，为什么我洗头时你不在？其实她想说的是为什么你今天不能陪我？看着我的父母也老了，而且也不适合带孩子。领导定培训时把周末也排上了，还有前一段我刚加班完一 |龙岩·曹溪",0,二胎 放开 请 素质教育 时间 还给 母亲 周末 培训 下课后 回 妈妈 家接 女儿 女儿 不理 三岁 嘴里 蹦出 一句 洗头 时 其实 想 说 今天 不能 陪 看着 父母 老 适合 带 孩子 领导 定 培训 时 周末 排上 前 一段 我刚 加班 完一 龙岩 曹溪 ,133
深圳禁摩限电,【深圳禁摩限电首日拘两百多人】为什么要骑电动车呢？因为你穷而且弱小，为什么要抓骑电动车的市民呢？因为你又穷又弱小，警l察l叔l叔就喜欢欺负这种人。深l挖l坑，广l积l仇，人l民的合l法l财l产说收就收了，zf会赔钱吗？不让骑为何还让生产？,1,深圳 禁摩 限电 首日 拘 两百多 骑 电动车 穷 弱小 抓 骑 电动车 市民 穷 弱小 警 l 察 l 叔 l 叔 喜欢 欺负 这种 人深 l 挖 l 坑广 l 积 l 仇人 l 民的合 l 法 l 财 l 产说 收 收 zf 会 赔钱 不让 骑 生产 ,128
春节放鞭炮,#乐居新闻#【秦皇岛市民呼吁大家文明燃放烟花爆竹】过年放鞭炮是多年来的传统习俗，作为春节“调味剂”，烟花爆竹增添了节日的喜庆。然而，一些不文明燃放行为却令这份喜气“打了折扣”。http://t.cn/zYaPbyL,0,乐居 新闻 秦皇岛 市民 呼吁 文明 燃放烟花 爆竹 过年 放鞭炮 多年 传统习俗 春节 调味剂 烟花爆竹 增添 节日 喜庆 文明 燃放 行为 却令 这份 喜气 折扣 httptcnzYaPbyL ,99
开放二胎,#超女任帅你为什么腿这么长# 姚晨怀二胎，超女锅铲小妹 逗比起女汉子， 淑女路线不好走啊，但我更喜欢这种真性情的女汉子，支持你 @青春无敌美少女任帅 |秒拍视频,2,超女 任帅 腿 长 姚晨怀 二胎 超女 锅铲 小妹 逗 比起 女 汉子 淑女 路线 不好 走 更 喜欢 这种 真性情 女 汉子 支持 青春 无敌 美少女 任帅 秒 拍 视频 ,87
俄罗斯在叙利亚的反恐行动,:小编的意思表达的是有效忠反对派的部分人配合政府军行动共同打击is,1,小编 意思 表达 效忠 反对派 部分 配合 政府军 行动 共同 打击 is ,38
开放二胎,猴年刚开始，原本生小孩的人就多，国家还开放二胎政策儿科忙到想哭一直到现在才有时间去吃饭，真的是要疯了,1,猴年 刚 原本 生小孩 国家 开放 二胎 政策 儿科 忙 想 哭 一直 现在 时间 吃饭 真的 疯 ,50
深圳禁摩限电,近日，深圳又开展禁摩限电运动，收缴大量电动单车、三轮车。深圳南头立交桥下，长期堆放电动单车,2,近日 深圳 开展 禁摩 限电 运动 收缴 大量 电动 单车 三轮车 深圳 南头 立交桥 长期 堆放 电动 单车 ,56
开放二胎,也是这样一个雪天奶奶走了十几里山路来医院看我 不想过生日了是因为每次回家都觉得父母又老了 过一个生日表明老妈当妈妈的岁月又长了一个年轮 还是离家近点好 这就是独生子女的悲哀 国家开放二胎政策是对的 给我买烤山芋的人和陪我烘火看电视的两位健康 开心哈,0,一个 雪天 奶奶 走 十几里 山路 医院 不想 过生日 是因为 每次 回家 觉得 父母 老 一个 生日 表明 老妈 妈妈 岁月 长 一个 年轮 离家近 点好 独生子女 悲哀 国家 开放 二胎 政策 买 烤 山芋 陪 烘 火 看电视 两位 健康 开心 ,125
春节放鞭炮,【这个年，鞭炮放还是不放】春节放鞭炮，是传统习俗，有开门鞭、迎新鞭、团圆鞭等集中放鞭的节点。但鞭炮会加剧雾霾强度，是不争事实。武汉晚报倡导“今年过年不放鞭”，并为身体力行的单位特设“开门大吉榜”，既图了吉利，又减少了污染，还节约了开支。如何既热闹又环保，来贡献你的智慧吧。人民日报,1,年 鞭炮 放 放 春节 放鞭炮 传统习俗 开门 鞭 迎新 鞭 团圆 鞭 集中 放鞭 节点 鞭炮 会 加剧 雾 霾 强度 不争 事实 武汉 晚报 倡导 今年过年 放鞭 身体力行 单位 特设 开门 大吉 榜 图 吉利 减少 污染 节约 开支 热闹 环保 贡献 智慧 人民日报 ,136
IphoneSE,Phone SE，价格感人，但是看这外形，又可以拿着5s出去装逼了。,1,PhoneSE 价格 感人 外形 s 出去 装逼 ,25
俄罗斯在叙利亚的反恐行动,在利益面前，那些恐怖分子的boss们也顾不得脸面了，直接站到台前来,0,利益 面前 恐怖分子 boss 顾不得 脸面 直接 站 台 前来 ,33
开放二胎,偶尔，都有跳出一两个人打着爱国的旗号，说选择#赴美生子#的人是崇洋媚外，真的是这样？如今为何二胎全面放开了？反思过没有！现在越来越多人头胎都选择到美国生，这是为什么？理由很简单啊，有条件当然得给孩子最好的。@美家尔湾赴美生子美国月子中心,0,偶尔 跳出 一两个 打着 爱国 旗号 说 选择 赴美 生子 崇洋媚外 真的 如今 二胎 全面 放开 反思 没有 现在 越来越 多人 头胎 选择 美国 生 理由 简单 条件 孩子 最好 美家尔湾 赴美 生子 美国 月 子 中心 ,113
IphoneSE,苹果在今天凌晨发布了全新iPhone SE手机，该机在外观上与iPhone5s几无二致，但在配置和功能上又非常接近iPhone6s,0,苹果 今天 凌晨 发布 全新 iPhoneSE 手机 该机 外观 iPhones 几无二致 配置 功能 非常 接近 iPhones ,66
深圳禁摩限电,深圳“禁摩限电”力度极大，很坚决！青岛啥时候也能好好管管黑“摩的”！每年，“残疾人车”这种黑“摩的”，坑了多少来青岛的游客！太损害青岛形象。真的应该好好管一下！,0,深圳 禁摩 限电 力度 极大 坚决 青岛 啥时候 好好 管管 黑摩 每年 残疾人 车 这种 黑摩 坑 青岛 游客 太 损害 青岛 形象 真的 应该 好好 一下 ,80
俄罗斯在叙利亚的反恐行动,叙利亚总统巴沙尔·阿萨德在接受“卫星”新闻通讯社的采访中表示，土耳其总统雷杰普·塔伊普·埃尔多安直接支持恐怖分子，允许恐怖分子入境土耳其，并利用坦克进行转移。,0,叙利亚 总统 巴沙尔 阿萨德 接受 卫星 新闻 通讯社 采访 中 表示 土耳其 总统 雷杰普 塔伊 普埃 尔多 安 直接 支持 恐怖分子 允许 恐怖分子 入境 土耳其 利用 坦克 进行 转移 ,96
开放二胎,My ear 要怀二胎了！！！！铃声已换,2,Myear 要怀 二胎 铃声 已换 ,18
IphoneSE,我的16GiPhone 4 从11年用到现在，用不了4g网络、因没升级系统一直用iOS6所以下载不了一些新的app、容易卡等等都忍过来了，但最近用的聊天软件kakao talk却让我升级最新版本，不升级就不能使用，以此逼我不得不换手机了。喜欢小屏幕的我，买iPhone SE 还是等iPhone 7？,2,GiPhone 年 用到 现在 不了 g 网络 没 升级 系统 一直 iOS 下载 不了 新 app 容易 卡 忍过来 最近 聊天 软件 kakaotalk 升级 最新 版本 升级 不能 使用 以此 逼 不得不 换 手机 喜欢 屏幕 买 iPhoneSE iPhone ,135
IphoneSE,iPhoneSE是最大的亮点吧，可惜它只是个过渡产品，毫无亮点,1,iPhoneSE 最大 亮点 可惜 过渡 产品 毫无 亮点 ,30
开放二胎,二胎放开了，但我发现周围的亲戚朋友计划要二胎的还真不多。都说现在生活成本太高，压力太大，每天为生活疲于 奔命，实在没有精力和财力来二胎。说得我真是心有戚戚焉~~二宝跳跳出生后，生活压力确实一下大了好多，但我想说其中的快乐也翻倍了，特别是两个孩子相亲 相爱的画面，让我觉得再累也值了！,0,二胎 放开 发现 周围 亲戚朋友 计划 二胎 真 说 现在 生活 成本 太高 压力 太 每天 生活 疲于奔命 实在 没有 精力 财力 二胎 说 真是 心有 戚戚焉 二宝 跳跳 出生 生活 压力 确实 一下 好多 想 说 快乐 翻倍 特别 两个 孩子 相亲相爱 画面 觉得 再累 值 ,141
IphoneSE,个人认为苹果不会发布iphonese plus,2,个人 认为 苹果 不会 发布 iphoneseplus ,28
俄罗斯在叙利亚的反恐行动,【焦点】叙利亚问题涉及政治、经济、民族、宗教、地域等各种矛盾交集，各主要大国均有利益冲突。没有一次大规模或较大规模军事冲突是无法取得共赢的？土耳其击落俄战机使固有矛盾进入新阶段。俄暂时不采取强硬举措，是保留后发制人，犹如没有落地的第二只靴子，土与北约将无法入眠？,2,焦点 叙利亚 问题 涉及 政治经济 民族宗教 地域 矛盾 交集 主要 大国 均 利益冲突 没有 一次 大规模 大规模 军事冲突 无法 取得 共 赢 土耳其 击落 俄 战机 固有 矛盾 进入 新 阶段 俄 暂时 采取 强硬 举措 保留 后发制人 犹如 没有 落地 第二只 靴子 土 北约 无法 入眠 ,149
深圳禁摩限电,社会主义核心价值观：富强、民主、文明、和谐，自由、平等、公正、法治，爱国、敬业、诚信、友善。有奖竞猜：禁摩限电是在践行那一条？,1,社会主义 核心 价值观 富强 民主 文明 和谐 自由 平等 公正 法治 爱国 敬业 诚信 友善 有奖 竞猜 禁摩 限电 践行 一条 ,66
